id;neighbourhood_cleansed;neighbourhood_group_cleansed;latitude;longitude;property_type;room_type;accommodates;bathrooms;bathrooms_text;bedrooms;beds;amenities;instant_bookable;price
1,33779E+18;el Barri Gòtic;Ciutat Vella;41.38154;2.17945;Private room in rental unit;Private room;2;;1 shared bath;;;"[""Lock on bedroom door"", ""Wifi""]";f;100.0
1,33483E+18;la Sagrada Família;Eixample;41.40653;2.16993;Entire rental unit;Entire home/apt;4;1.0;1 bath;1.0;2.0;"[""Patio or balcony"", ""Shampoo"", ""Conditioner"", ""Refrigerator"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Smoking allowed"", ""Housekeeping available 24 hours, every day - available at extra cost"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Laundromat nearby"", ""Pets allowed"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""City skyline view"", ""Oven"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""First aid kit"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Cooking basics"", ""Coffee"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Sun loungers"", ""Washer"", ""Other stove"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Private entrance"", ""Hangers"", ""Body soap"", ""Ethernet connection"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel""]";t;90.0
7,20497E+17;el Raval;Ciutat Vella;41.37628;2.17369;Private room in rental unit;Private room;1;;1 shared bath;1.0;;"[""Dedicated workspace"", ""TV"", ""Wifi"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Heating"", ""Cooking basics"", ""Hot water""]";f;39.0
29879141;la Nova Esquerra de l'Eixample;Eixample;41.38012149786001;2.1459028543564207;Entire rental unit;Entire home/apt;5;1.0;1 bath;4.0;4.0;"[""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Bathtub"", ""Drying rack for clothing"", ""Heating"", ""Air conditioning"", ""Hot water"", ""Laundromat nearby"", ""TV with standard cable"", ""Iron"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Oven"", ""Dryer"", ""Dishwasher"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Clothing storage: closet"", ""Stove"", ""Clamp on table seat high chair - always at the listing"", ""Hot water kettle"", ""Cooking basics"", ""Crib"", ""Coffee"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Washer"", ""Microwave"", ""Kitchen"", ""Bidet"", ""Hair dryer"", ""Toaster"", ""Elevator"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel""]";f;123.0
5,60616E+17;Sant Gervasi - Galvany;Sarrià-Sant Gervasi;41.40028;2.13928;Entire rental unit;Entire home/apt;6;;1 bath;3.0;;"[""Safe"", ""Trash compactor"", ""Shampoo"", ""Paid parking lot on premises"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Bathtub"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Free dryer \u2013 In unit"", ""Clothing storage: closet and wardrobe"", ""Long term stays allowed"", ""Hot water"", ""Laundromat nearby"", ""Smart lock"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Private patio or balcony"", ""Single level home"", ""Oven"", ""Dishwasher"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""HDTV with standard cable"", ""Smoke alarm"", ""Paid folding or convertible high chair - available upon request"", ""Wine glasses"", ""Paid parking lot off premises"", ""Fire extinguisher"", ""Central heating"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib - available upon request"", ""Paid crib - available upon request"", ""Gas stove"", ""Radiant heating"", ""Central air conditioning"", ""Kitchen"", ""Microwave"", ""Bidet"", ""Hair dryer"", ""Toaster"", ""Elevator"", ""Hangers"", ""Free washer \u2013 In unit"", ""Essentials"", ""Shower gel""]";t;85.0
1,02529E+18;la Dreta de l'Eixample;Eixample;41.389688;2.174671;Room in hotel;Private room;2;1.0;1 private bath;1.0;1.0;"[""Safe"", ""Dedicated workspace"", ""Shampoo"", ""Conditioner"", ""Heating"", ""Hot water"", ""Iron"", ""Bed linens"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Hot water kettle"", ""Crib"", ""Room-darkening shades"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Body soap"", ""Air conditioning"", ""Essentials"", ""Shower gel""]";t;500.0
49460390;la Barceloneta;Ciutat Vella;41.37874;2.19111;Entire rental unit;Entire home/apt;2;1.0;1 bath;1.0;1.0;"[""Refrigerator"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Beach access \u2013 Beachfront"", ""Bed linens"", ""Oven"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Clothing storage"", ""Indoor fireplace"", ""Dining table"", ""Paid parking garage off premises"", ""Washer"", ""Microwave"", ""Kitchen"", ""Private entrance"", ""Hangers"", ""Air conditioning"", ""Essentials""]";f;85.0
48847138;la Dreta de l'Eixample;Eixample;41.395;2.15915;Room in hotel;Private room;4;1.0;1 bath;1.0;2.0;"[""Garden view"", ""Dedicated workspace"", ""Room-darkening shades"", ""Shampoo"", ""TV"", ""Wifi"", ""Iron"", ""Fire extinguisher"", ""Elevator"", ""Hair dryer"", ""Exterior security cameras on property"", ""Hangers"", ""Crib"", ""Heating"", ""Air conditioning"", ""Essentials""]";t;280.0
12503523;el Barri Gòtic;Ciutat Vella;41.38532;2.17246;Entire rental unit;Entire home/apt;4;1.0;1 bath;1.0;2.0;"[""Dryer"", ""TV"", ""Wifi"", ""Washer"", ""Pool"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Heating"", ""Air conditioning"", ""Gym""]";f;100.0
41016723;el Poblenou;Sant Martí;41.40077;2.20209;Entire rental unit;Entire home/apt;6;2.0;2 baths;3.0;4.0;"[""Safe"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Heating"", ""Hot water"", ""Smart lock"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Oven"", ""Dryer"", ""Dishwasher"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Clothing storage"", ""Cleaning products"", ""Washer"", ""Microwave"", ""Noise decibel monitors on property"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Air conditioning"", ""Essentials"", ""Shower gel""]";f;228.0
6,41952E+17;la Dreta de l'Eixample;Eixample;41.3895663;2.1639692;Entire serviced apartment;Entire home/apt;2;1.0;1 bath;1.0;1.0;"[""Safe"", ""Blender"", ""High chair - available upon request"", ""Baby bath - available upon request"", ""Refrigerator"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Bread maker"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Hot water"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Pets allowed"", ""Babysitter recommendations"", ""Heating - split type ductless system"", ""Smart lock"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Exercise equipment"", ""Outdoor shower"", ""Private patio or balcony"", ""Single level home"", ""Oven"", ""55 inch HDTV with Amazon Prime Video, Netflix"", ""Dishwasher"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Wine glasses"", ""Crib - available upon request"", ""First aid kit"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Stove"", ""Shared pool"", ""Courtyard view"", ""Rituals body soap"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Cooking basics"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Sun loungers"", ""Paid parking garage off premises"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Ethernet connection"", ""Free washer \u2013 In unit"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Essentials"", ""Outdoor dining area"", ""Shower gel""]";f;175.0
54350182;la Dreta de l'Eixample;Eixample;41.39158;2.17127;Private room in rental unit;Private room;1;1.0;1 private bath;1.0;1.0;"[""Dedicated workspace"", ""Coffee maker"", ""Induction stove"", ""Refrigerator"", ""Books and reading material"", ""Drying rack for clothing"", ""Lock on bedroom door"", ""Host greets you"", ""Stainless steel oven"", ""Long term stays allowed"", ""Mini fridge"", ""Hot water"", ""Laundromat nearby"", ""Iron"", ""Bed linens"", ""City skyline view"", ""Dishwasher"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""First aid kit"", ""Clothing storage: closet"", ""Central heating"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Cooking basics"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Paid parking garage off premises"", ""Microwave"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Free washer \u2013 In unit"", ""Central air conditioning""]";t;50.0
1,04346E+18;Sant Gervasi - Galvany;Sarrià-Sant Gervasi;41.3954047;2.1451492;Entire rental unit;Entire home/apt;2;1.0;1 bath;1.0;1.0;"[""Safe"", ""40 inch HDTV with Chromecast, standard cable"", ""Trash compactor"", ""Induction stove"", ""Refrigerator"", ""Host greets you"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Hot water"", ""Pets allowed"", ""Heating - split type ductless system"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Paid high chair - available upon request"", ""Oven"", ""Dishwasher"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Wine glasses"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Freezer"", ""Dining table"", ""Room-darkening shades"", ""Paid crib - available upon request"", ""Microwave"", ""Noise decibel monitors on property"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Free washer \u2013 In unit"", ""Central air conditioning""]";f;117.0
839655;Sant Antoni;Eixample;41.37729;2.1629;Entire rental unit;Entire home/apt;4;1.0;1 bath;2.0;2.0;"[""Electric stove"", ""Coffee maker"", ""Long term stays allowed"", ""Host greets you"", ""Refrigerator"", ""Hangers"", ""Iron"", ""Private patio or balcony"", ""Single level home"", ""TV"", ""Microwave"", ""Kitchen"", ""Private entrance"", ""Portable heater"", ""Cooking basics"", ""Bed linens"", ""AC - split type ductless system"", ""Dining table"", ""Dishes and silverware"", ""Wifi"", ""Essentials"", ""Hot water"", ""Hair dryer""]";t;300.0
8,40329E+17;l'Antiga Esquerra de l'Eixample;Eixample;41.38879662646598;2.152240211751946;Entire rental unit;Entire home/apt;4;;1 bath;1.0;;"[""Patio or balcony"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Host greets you"", ""Bread maker"", ""Heating"", ""Air conditioning"", ""Hot water"", ""Cleaning available during stay"", ""TV with standard cable"", ""Iron"", ""Bed linens"", ""Oven"", ""Dishwasher"", ""Paid parking on premises"", ""Wifi"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Fire extinguisher"", ""Stove"", ""Courtyard view"", ""Cooking basics"", ""Washer"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel""]";t;120.0
1,31805E+18;el Raval;Ciutat Vella;41.38016650645319;2.171929222214489;Private room in rental unit;Private room;2;1.0;1 private bath;1.0;1.0;"[""Dedicated workspace"", ""TV"", ""Wifi"", ""Washer"", ""Pets allowed"", ""Iron"", ""Kitchen"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Heating"", ""Cooking basics"", ""Air conditioning""]";t;50.0
1,33824E+18;la Vila de Gràcia;Gràcia;41.40368;2.16037;Entire rental unit;Entire home/apt;4;1.0;1 bath;2.0;3.0;"[""TV"", ""Wifi"", ""Washer"", ""Kitchen"", ""Air conditioning""]";t;886.0
1,01161E+18;Horta;Horta-Guinardó;41.43217146397975;2.155102975666523;Private room in rental unit;Private room;2;1.0;1 shared bath;1.0;1.0;"[""Coffee maker"", ""Long term stays allowed"", ""Host greets you"", ""Paid parking on premises"", ""Refrigerator"", ""Room-darkening shades"", ""Hangers"", ""Body soap"", ""Outlet covers"", ""Babysitter recommendations"", ""Luggage dropoff allowed"", ""TV"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Oven"", ""Extra pillows and blankets"", ""Radiant heating"", ""Children\u2019s dinnerware"", ""Drying rack for clothing"", ""Portable fans"", ""Toaster"", ""Dining table"", ""Dishes and silverware"", ""Wifi"", ""Shower gel"", ""Personal shampoo"", ""Freezer"", ""Blender"", ""Lock on bedroom door"", ""Dishwasher"", ""Essentials"", ""Hot water kettle"", ""Hot water"", ""Conditioner"", ""Washer"", ""Hair dryer"", ""Clothing storage: closet"", ""Elevator""]";f;57.0
16403800;Sant Antoni;Eixample;41.37914;2.15898;Entire rental unit;Entire home/apt;8;2.0;2 baths;4.0;7.0;"[""Blender"", ""Shampoo"", ""Baby bath - available upon request"", ""Conditioner"", ""Refrigerator"", ""Drying rack for clothing"", ""43 inch TV"", ""Stainless steel oven"", ""Hot water"", ""Paid clamp on table seat high chair - available upon request"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Coffee maker: espresso machine"", ""Balay induction stove"", ""Dishwasher"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Wine glasses"", ""Clothing storage: closet"", ""Central heating"", ""Hot water kettle"", ""Cooking basics"", ""Coffee"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Freezer"", ""Cleaning products"", ""Room-darkening shades"", ""Dining table"", ""Paid crib - available upon request"", ""Microwave"", ""Central air conditioning"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Ethernet connection"", ""Free washer \u2013 In unit"", ""Essentials"", ""Shower gel""]";f;190.0
1,02949E+18;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;41.38631062179073;2.179443327665492;Entire rental unit;Entire home/apt;2;;1 bath;1.0;;"[""Drying rack for clothing"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Heating - split type ductless system"", ""Iron"", ""Bed linens"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Cooking basics"", ""Cleaning products"", ""Room-darkening shades"", ""Washer"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Body soap"", ""Air conditioning"", ""Essentials""]";f;80.0
29115483;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;41.38807;2.17489;Room in boutique hotel;Hotel room;2;1.0;1 shared bath;1.0;1.0;"[""Safe"", ""Coffee maker"", ""Shampoo"", ""Paid parking off premises"", ""Heating"", ""Air conditioning"", ""Hot water"", ""Breakfast"", ""TV with standard cable"", ""Smart lock"", ""Iron"", ""Self check-in"", ""Dryer"", ""Wifi"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Hot water kettle"", ""Washer"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Essentials"", ""Gym""]";t;500.0
36589272;Sants;Sants-Montjuïc;41.38105;2.13466;Entire rental unit;Entire home/apt;5;1.0;1 bath;2.0;3.0;"[""Stove"", ""Washer"", ""TV"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Private entrance"", ""Hangers"", ""Iron"", ""Dishes and silverware"", ""Wifi"", ""Shampoo"", ""Cooking basics"", ""Elevator""]";f;74.0
25994542;el Raval;Ciutat Vella;41.38034;2.16715;Private room in rental unit;Private room;2;;1 shared bath;;;"[""Wifi"", ""Washer"", ""Kitchen"", ""Smoking allowed"", ""Hangers"", ""Essentials""]";f;37.0
9,08966E+17;la Nova Esquerra de l'Eixample;Eixample;41.3817;2.157;Private room in rental unit;Private room;1;;2 baths;1.0;;"[""Dedicated workspace"", ""Cleaning products"", ""TV"", ""Wifi"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Lockbox"", ""Heating"", ""Cooking basics"", ""Hot water""]";f;26.0
2343336;la Salut;Gràcia;41.41215;2.15342;Entire home;Entire home/apt;4;1.0;1 bath;2.0;3.0;"[""Patio or balcony"", ""Coffee maker"", ""Refrigerator"", ""Host greets you"", ""Heating"", ""Hot water"", ""Children\u2019s books and toys"", ""TV with standard cable"", ""Iron"", ""Oven"", ""Wifi"", ""Dishes and silverware"", ""Backyard"", ""Stove"", ""Cooking basics"", ""Crib"", ""Free parking on premises"", ""Free street parking"", ""Washer"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Essentials"", ""High chair""]";f;110.0
1,21584E+18;el Putxet i el Farró;Sarrià-Sant Gervasi;41.40768;2.14684;Entire rental unit;Entire home/apt;7;2.0;2 baths;4.0;4.0;"[""Extra pillows and blankets"", ""Dedicated workspace"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Bathtub"", ""Drying rack for clothing"", ""Books and reading material"", ""Host greets you"", ""Heating"", ""Hot water"", ""Baking sheet"", ""Iron"", ""Bed linens"", ""Oven"", ""Dryer"", ""Dishwasher"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Wine glasses"", ""Stove"", ""Hot water kettle"", ""Cooking basics"", ""Coffee"", ""Clothing storage"", ""Indoor fireplace"", ""Freezer"", ""Cleaning products"", ""Room-darkening shades"", ""Dining table"", ""Washer"", ""Microwave"", ""Noise decibel monitors on property"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Outdoor dining area"", ""Air conditioning""]";t;300.0
5629905;el Raval;Ciutat Vella;41.37847;2.1635;Private room in rental unit;Private room;2;;1.5 baths;;;[];f;24.0
42128982;el Clot;Sant Martí;41.4067;2.18721;Entire rental unit;Entire home/apt;4;1.0;1 bath;2.0;2.0;"[""Coffee maker"", ""Host greets you"", ""Refrigerator"", ""Hangers"", ""Iron"", ""Private patio or balcony"", ""Standalone high chair - available upon request"", ""Laundromat nearby"", ""TV"", ""Microwave"", ""Crib - available upon request"", ""Kitchen"", ""Bathtub"", ""Coffee"", ""Bed linens"", ""Heating"", ""Stove"", ""Oven"", ""Air conditioning"", ""Drying rack for clothing"", ""Dining table"", ""Dishes and silverware"", ""Wifi"", ""Shower gel"", ""Paid parking lot off premises"", ""Hot water kettle"", ""Essentials"", ""Hot water"", ""Hair dryer"", ""Toaster""]";f;105.0
6,1073E+17;el Barri Gòtic;Ciutat Vella;41.38202;2.17713;Entire rental unit;Entire home/apt;4;1.0;1 bath;2.0;2.0;"[""Blender"", ""Stainless steel electric stove"", ""Pocket wifi"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Mini fridge"", ""Hot water"", ""Baking sheet"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Keypad"", ""Coffee maker: espresso machine"", ""Dishwasher"", ""TV"", ""Wifi"", ""Bosch refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Wine glasses"", ""Clothing storage: closet"", ""Central heating"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Cooking basics"", ""Freezer"", ""Dining table"", ""Room-darkening shades"", ""Microwave"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Free washer \u2013 In unit"", ""Rice maker"", ""Extra pillows and blankets"", ""Central air conditioning""]";t;81.0
6589538;Sarrià;Sarrià-Sant Gervasi;41.39633;2.12144;Private room in rental unit;Private room;2;1.5;1.5 shared baths;1.0;1.0;"[""Paid washer \u2013 In unit"", ""Hangers"", ""Cleaning available during stay"", ""Kitchen"", ""Stainless steel oven"", ""Baking sheet"", ""Heating"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Wifi"", ""Refrigerator"", ""Bread maker"", ""Toaster"", ""Dedicated workspace"", ""Private patio or balcony"", ""Coffee maker"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Air conditioning"", ""Free street parking"", ""Elevator"", ""Paid street parking off premises"", ""Cooking basics"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Hot water"", ""Bed linens"", ""Children\u2019s books and toys for ages 5-10 years old"", ""Smoking allowed"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Self check-in"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Conditioner"", ""Essentials"", ""Iron"", ""TV"", ""Blender"", ""Dishwasher"", ""Freezer"", ""Dining table"", ""Outdoor furniture"", ""Crib"", ""Bidet"", ""Hot water kettle"", ""Laundromat nearby"", ""Hair dryer"", ""Room-darkening shades"", ""Gas stove"", ""Microwave""]";f;20.0
6,63386E+17;el Camp d'en Grassot i Gràcia Nova;Gràcia;41.4058608;2.169774;Entire condo;Entire home/apt;5;1.0;1 bath;2.0;2.0;"[""Dedicated workspace"", ""Fast wifi \u2013 75 Mbps"", ""Shampoo"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Books and reading material"", ""Drying rack for clothing"", ""Host greets you"", ""Smoking allowed"", ""Hot water"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""Ok Google in spanish sound system"", ""Portable fans"", ""City skyline view"", ""Private patio or balcony"", ""Single level home"", ""Oven"", ""Dishwasher"", ""TV"", ""Dishes and silverware"", ""Paid parking lot off premises"", ""Wine glasses"", ""Clothing storage: closet"", ""Stove"", ""Central heating"", ""Hot water kettle"", ""Cooking basics"", ""Crib"", ""Coffee"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Microwave"", ""Noise decibel monitors on property"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Ethernet connection"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Essentials"", ""High chair"", ""Shower gel""]";f;179.0
24238588;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;41.3822;2.18375;Room in hostel;Hotel room;2;1.0;1 private bath;1.0;2.0;"[""Safe"", ""Shampoo"", ""Pocket wifi"", ""Heating"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Body soap"", ""Smart lock"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Private patio or balcony"", ""Minibar BTV refrigerator"", ""Wifi"", ""Smoke alarm"", ""First aid kit"", ""Beach essentials"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Waterfront"", ""Exterior security cameras on property"", ""Shared beach access"", ""Cleaning products"", ""Room-darkening shades"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel""]";t;159.0
6,64947E+17;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;41.3849955;2.1843208;Entire rental unit;Entire home/apt;5;;3 baths;3.0;;"[""Patio or balcony"", ""Shampoo"", ""Refrigerator"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Pets allowed"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Washer \u2013\u00a0In unit"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Cooking basics"", ""Crib"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Private entrance"", ""Lockbox"", ""Hangers"", ""Air conditioning"", ""Essentials"", ""High chair""]";t;218.0
11509160;el Raval;Ciutat Vella;41.37754;2.17485;Private room in rental unit;Private room;2;;1 shared bath;;;"[""Shampoo"", ""Wifi"", ""Washer"", ""Pool"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Air conditioning"", ""Essentials""]";f;40.0
9,8487E+17;la Dreta de l'Eixample;Eixample;41.38994;2.16625;Entire rental unit;Entire home/apt;6;2.0;2 baths;3.0;5.0;"[""Safe"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Bathtub"", ""Paid parking off premises"", ""Heating"", ""Hot water"", ""Baking sheet"", ""Pets allowed"", ""Iron"", ""Bed linens"", ""Single level home"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Clothing storage: closet"", ""Stove"", ""Hot water kettle"", ""Cooking basics"", ""Coffee"", ""Freezer"", ""Dining table"", ""Pack \u2019n play/Travel crib - available upon request"", ""Washer"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Air conditioning"", ""Essentials""]";f;440.0
19095883;el Raval;Ciutat Vella;41.37935;2.16984;Private room in rental unit;Private room;2;;1 shared bath;;;"[""Smoking allowed"", ""Wifi"", ""Washer"", ""Kitchen""]";f;120.0
11230869;la Nova Esquerra de l'Eixample;Eixample;41.37998;2.15494;Private room in rental unit;Private room;1;;1 bath;;;"[""Dryer"", ""Wifi"", ""Washer"", ""TV with standard cable"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Heating"", ""Air conditioning"", ""Essentials""]";f;35.0
37065883;la Nova Esquerra de l'Eixample;Eixample;41.37861;2.15329;Entire loft;Entire home/apt;4;1.0;1 bath;0.0;2.0;"[""Long term stays allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Refrigerator"", ""Room-darkening shades"", ""Hangers"", ""Iron"", ""Body soap"", ""Paid street parking off premises"", ""Housekeeping available from 9:00\u202fAM to 6:00\u202fPM, 7 days a week - included with your stay"", ""Luggage dropoff allowed"", ""TV"", ""Microwave"", ""Crib - available upon request"", ""Kitchen"", ""Self check-in"", ""Keypad"", ""Cooking basics"", ""Bed linens"", ""Heating"", ""Stove"", ""Oven"", ""First aid kit"", ""Air conditioning"", ""Coffee maker: Nespresso"", ""Toaster"", ""Dining table"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Shower gel"", ""Safe"", ""Hot water kettle"", ""Essentials"", ""Dedicated workspace"", ""Hot water"", ""Shampoo"", ""Hair dryer"", ""Clothing storage: closet"", ""Elevator""]";t;99.0
7917857;la Vila Olímpica del Poblenou;Sant Martí;41.38937;2.19687;Entire rental unit;Entire home/apt;8;2.0;2 baths;3.0;5.0;"[""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Host greets you"", ""Refrigerator"", ""Hangers"", ""Iron"", ""Dryer"", ""Crib"", ""Luggage dropoff allowed"", ""TV"", ""Patio or balcony"", ""Microwave"", ""Kitchen"", ""Cooking basics"", ""Bed linens"", ""Heating"", ""Oven"", ""Air conditioning"", ""High chair"", ""Beach access \u2013 Beachfront"", ""Dishes and silverware"", ""Wifi"", ""Dishwasher"", ""Essentials"", ""Hot water"", ""Washer"", ""Hair dryer""]";t;506.0
